x,y,z
-1284.6588134765625,-2077.982666015625,141.3634033203125
-1285.30615234375,-2078.64404296875,141.35214233398438
-1285.9541015625,-2079.3046875,141.3411102294922
-1286.60205078125,-2079.9638671875,141.33016967773438
-1287.24951171875,-2080.6220703125,141.31927490234375
-1287.8984375,-2081.2783203125,141.30865478515625
-1288.5399169921875,-2081.93310546875,141.2976531982422
-1289.1820068359375,-2082.586181640625,141.28684997558594
-1289.8233642578125,-2083.23828125,141.27593994140625
-1290.4625244140625,-2083.88916015625,141.2648468017578
-1291.099609375,-2084.5390625,141.25363159179688
-1291.7374267578125,-2085.187255859375,141.2423095703125
-1292.375,-2085.83447265625,141.23062133789062
-1293.0098876953125,-2086.479736328125,141.21853637695312
-1293.640625,-2087.12451171875,141.20626831054688
-1294.27099609375,-2087.767822265625,141.1938934326172
-1294.900634765625,-2088.409912109375,141.18154907226562
-1295.526123046875,-2089.051025390625,141.16905212402344
-1296.151611328125,-2089.68994140625,141.15650939941406
-1296.7752685546875,-2090.328125,141.14430236816406
-1297.399658203125,-2090.96435546875,141.1323699951172
-1298.0220947265625,-2091.598876953125,141.12026977539062
-1298.643798828125,-2092.23193359375,141.10833740234375
-1299.2647705078125,-2092.863525390625,141.09664916992188
-1299.88427734375,-2093.4931640625,141.08502197265625
-1300.5020751953125,-2094.1220703125,141.07350158691406
-1301.119140625,-2094.74951171875,141.06198120117188
-1301.736328125,-2095.37548828125,141.05075073242188
-1302.348876953125,-2096.000244140625,141.03945922851562
-1302.962158203125,-2096.623046875,141.02816772460938
-1303.5753173828125,-2097.244873046875,141.01690673828125
-1304.189208984375,-2097.864501953125,141.00563049316406
-1304.8037109375,-2098.482666015625,140.9943389892578
-1305.4189453125,-2099.099609375,140.98326110839844
-1306.033935546875,-2099.7158203125,140.97254943847656
-1306.6490478515625,-2100.330810546875,140.9610137939453
-1307.26416015625,-2100.9443359375,140.94879150390625
-1307.8790283203125,-2101.557373046875,140.93618774414062
-1308.4937744140625,-2102.16943359375,140.92141723632812
-1309.1085205078125,-2102.7802734375,140.9054718017578
-1309.7239990234375,-2103.390625,140.89015197753906
-1310.33984375,-2104.00048828125,140.87489318847656
-1310.9560546875,-2104.609619140625,140.86050415039062
-1311.572509765625,-2105.217041015625,140.8483123779297
-1312.1883544921875,-2105.82373046875,140.83782958984375
-1312.8040771484375,-2106.42919921875,140.82864379882812
-1313.4195556640625,-2107.033203125,140.8195343017578
-1314.0350341796875,-2107.636962890625,140.8095703125
-1314.6500244140625,-2108.239990234375,140.7991485595703
-1315.26513671875,-2108.842041015625,140.78781127929688
-1315.8797607421875,-2109.44384765625,140.7755584716797
-1316.494140625,-2110.044677734375,140.7615203857422
-1317.108154296875,-2110.64501953125,140.7458953857422
-1317.7216796875,-2111.245361328125,140.7301788330078
-1318.3348388671875,-2111.845703125,140.71388244628906
-1318.9473876953125,-2112.446533203125,140.69692993164062
-1319.5592041015625,-2113.047607421875,140.6802978515625
-1320.169921875,-2113.64892578125,140.6644744873047
-1320.779296875,-2114.25048828125,140.64915466308594
-1321.387939453125,-2114.852783203125,140.6345977783203
-1321.995361328125,-2115.455322265625,140.61988830566406
-1322.6016845703125,-2116.05859375,140.60464477539062
-1323.2064208984375,-2116.66259765625,140.58998107910156
-1323.810546875,-2117.26708984375,140.5758819580078
-1324.413818359375,-2117.8720703125,140.5616912841797
-1325.016357421875,-2118.4775390625,140.54713439941406
-1325.6181640625,-2119.0830078125,140.533203125
-1326.2191162109375,-2119.688720703125,140.51956176757812
-1326.819580078125,-2120.294189453125,140.50579833984375
-1327.4197998046875,-2120.900390625,140.49154663085938
-1328.0198974609375,-2121.5068359375,140.4765167236328
-1328.619873046875,-2122.11328125,140.46139526367188
-1329.2196044921875,-2122.7197265625,140.4459686279297
-1329.8199462890625,-2123.32666015625,140.4302520751953
-1330.4200439453125,-2123.933837890625,140.41395568847656
-1331.0206298828125,-2124.541259765625,140.39718627929688
-1331.6214599609375,-2125.148681640625,140.38034057617188
-1332.2225341796875,-2125.7568359375,140.36276245117188
-1332.8238525390625,-2126.365234375,140.3448486328125
-1333.425537109375,-2126.97412109375,140.3267059326172
-1334.0277099609375,-2127.58349609375,140.30833435058594
-1334.6300048828125,-2128.193115234375,140.28990173339844
-1335.2325439453125,-2128.803466796875,140.27127075195312
-1335.8350830078125,-2129.4140625,140.2526092529297
-1336.4376220703125,-2130.025146484375,140.2333221435547
-1337.0404052734375,-2130.636474609375,140.2135772705078
-1337.6431884765625,-2131.2490234375,140.19403076171875
-1338.246337890625,-2131.862060546875,140.1742706298828
-1338.849609375,-2132.476318359375,140.1542205810547
-1339.452880859375,-2133.09033203125,140.13491821289062
-1340.05615234375,-2133.70556640625,140.11590576171875
-1340.6591796875,-2134.320556640625,140.09661865234375
-1341.26220703125,-2134.9365234375,140.07774353027344
-1341.865478515625,-2135.552978515625,140.05873107910156
-1342.46923828125,-2136.170166015625,140.03961181640625
-1343.0728759765625,-2136.7880859375,140.02053833007812
-1343.6768798828125,-2137.40625,140.00135803222656
-1344.2813720703125,-2138.0244140625,139.98275756835938
-1344.88623046875,-2138.643798828125,139.96484375
-1345.49169921875,-2139.263427734375,139.94732666015625
-1346.0975341796875,-2139.883544921875,139.9300537109375
-1346.70361328125,-2140.504150390625,139.91351318359375
-1347.3101806640625,-2141.12548828125,139.8979034423828
-1347.9173583984375,-2141.747314453125,139.8826141357422
-1348.525146484375,-2142.3701171875,139.8678436279297
-1349.1334228515625,-2142.993408203125,139.85414123535156
-1349.7421875,-2143.6171875,139.8408966064453
-1350.3514404296875,-2144.241455078125,139.82818603515625
-1350.9610595703125,-2144.86669921875,139.816162109375
-1351.571533203125,-2145.49267578125,139.80479431152344
-1352.182861328125,-2146.119140625,139.79348754882812
-1352.794677734375,-2146.746826171875,139.78207397460938
-1353.4071044921875,-2147.37548828125,139.7708740234375
-1354.0205078125,-2148.0048828125,139.75936889648438
-1354.634521484375,-2148.6357421875,139.74777221679688
-1355.2493896484375,-2149.267333984375,139.7360382080078
-1355.8646240234375,-2149.899658203125,139.72369384765625
-1356.4805908203125,-2150.532958984375,139.71119689941406
-1357.096923828125,-2151.16748046875,139.69895935058594
-1357.7138671875,-2151.802490234375,139.6864471435547
-1358.3311767578125,-2152.438232421875,139.6738739013672
-1358.9493408203125,-2153.074951171875,139.6617431640625
-1359.5677490234375,-2153.71240234375,139.64935302734375
-1360.1866455078125,-2154.350830078125,139.63673400878906
-1360.8062744140625,-2154.989501953125,139.62399291992188
-1361.42626953125,-2155.629150390625,139.61048889160156
-1362.047119140625,-2156.269775390625,139.59632873535156
-1362.6685791015625,-2156.91162109375,139.58132934570312
-1363.290771484375,-2157.554443359375,139.56561279296875
-1363.9136962890625,-2158.1982421875,139.54969787597656
-1364.537353515625,-2158.8427734375,139.5332489013672
-1365.1619873046875,-2159.488525390625,139.51681518554688
-1365.787109375,-2160.134765625,139.50033569335938
-1366.4129638671875,-2160.781982421875,139.4840545654297
-1367.0391845703125,-2161.429931640625,139.46820068359375
-1367.6661376953125,-2162.078857421875,139.45228576660156
-1368.293701171875,-2162.72900390625,139.43629455566406
-1368.9217529296875,-2163.3798828125,139.4204864501953
-1369.550537109375,-2164.031982421875,139.4049072265625
-1370.18017578125,-2164.685302734375,139.38925170898438
-1370.810791015625,-2165.33984375,139.3734130859375
-1371.4417724609375,-2165.9951171875,139.3577880859375
-1372.07373046875,-2166.65087890625,139.34230041503906
-1372.70654296875,-2167.3076171875,139.32681274414062
-1373.3402099609375,-2167.96484375,139.31126403808594
-1373.9747314453125,-2168.622314453125,139.29583740234375
-1374.6102294921875,-2169.2802734375,139.28041076660156
-1375.2467041015625,-2169.9384765625,139.26487731933594
-1375.8839111328125,-2170.596435546875,139.24916076660156
-1376.5223388671875,-2171.254638671875,139.23304748535156
-1377.1617431640625,-2171.9130859375,139.21653747558594
-1377.80224609375,-2172.571533203125,139.1993865966797
-1378.444091796875,-2173.22998046875,139.1817169189453
-1379.0870361328125,-2173.887939453125,139.16336059570312
-1379.731201171875,-2174.54638671875,139.14453125
-1380.376708984375,-2175.2041015625,139.1254425048828
-1381.0235595703125,-2175.862060546875,139.10601806640625
-1381.6717529296875,-2176.51953125,139.08660888671875
-1382.3212890625,-2177.176513671875,139.06729125976562
-1382.971923828125,-2177.833251953125,139.04812622070312
-1383.6239013671875,-2178.48974609375,139.02928161621094
-1384.2772216796875,-2179.145263671875,139.0105743408203
-1384.9317626953125,-2179.80078125,138.9920654296875
